identifier1	identifier2	lemma	median_cleaned	judgments
1989-72-5	1991-55-5	输血	4.0	[4, 4]
1961-12-5	2000-73-5	输血	4.0	[4, 4]
1989-72-5	1998-65-5	输血	4.0	[4, 4]
1989-72-5	1999-96-5	输血	4.0	[4, 4]
1989-72-5	2000-73-5	输血	4.0	[4, 4]
1961-12-5	1999-71-5	输血	4.0	[4, 4]
1961-12-5	1998-65-5	输血	4.0	[4, 4]
1961-12-5	1994-76-5	输血	4.0	[4, 4]
1961-12-5	1991-84-5	输血	4.0	[4, 4]
1961-12-5	1991-55-5	输血	4.0	[4, 4]
1961-12-5	1989-72-5	输血	4.0	[4, 4]
1989-72-5	1994-76-5	输血	4.0	[4, 4]
1989-72-5	1991-84-5	输血	4.0	[4, 4]
1985-77-5	1999-96-5	输血	4.0	[4, 4]
1985-77-5	1999-71-5	输血	4.0	[4, 4]
1985-77-5	1998-65-5	输血	4.0	[4, 4]
1961-12-5	1988-95-5	输血	4.0	[4, 4]
1985-77-5	1994-76-5	输血	4.0	[4, 4]
1961-12-5	1987-79-5	输血	4.0	[4, 4]
1963-19-5	1978-45-5	输血	4.0	[4, 4]
1963-19-5	1989-82-5	输血	4.0	[4, 4]
1961-12-5	1963-13-5	输血	4.0	[4, 4]
1961-12-5	1964-44-5	输血	4.0	[4, 4]
1963-19-5	1977-27-5	输血	4.0	[4, 4]
1961-12-5	1961-22-5	输血	4.0	[4, 4]
1963-13-5	1964-44-5	输血	4.0	[4, 4]
1963-13-5	1966-10-5	输血	4.0	[4, 4]
1963-13-5	1968-23-5	输血	4.0	[4, 4]
1963-13-5	1969-11-5	输血	4.0	[4, 4]
1963-13-5	1973-38-5	输血	4.0	[4, 4]
1963-13-5	1975-9-5	输血	4.0	[4, 4]
1963-13-5	1976-16-5	输血	4.0	[4, 4]
1963-13-5	1977-39-5	输血	4.0	[4, 4]
1963-13-5	1985-77-5	输血	4.0	[4, 4]
1963-13-5	1986-83-5	输血	4.0	[4, 4]
1970-47-5	1975-14-5	输血	4.0	[4, 4]
1970-47-5	1977-27-5	输血	4.0	[4, 4]
1970-47-5	1978-45-5	输血	4.0	[4, 4]
1960-6-5	1961-22-5	输血	4.0	[4, 4]
1960-6-5	1961-12-5	输血	4.0	[4, 4]
1973-38-5	1986-83-5	输血	4.0	[4, 4]
1961-12-5	1999-96-5	输血	4.0	[4, 4]
1973-38-5	1978-45-5	输血	4.0	[4, 4]
1963-19-5	1975-14-5	输血	4.0	[4, 4]
1961-12-5	1968-23-5	输血	4.0	[4, 4]
1973-38-5	1985-77-5	输血	4.0	[4, 4]
1961-12-5	1969-11-5	输血	4.0	[4, 4]
1963-19-5	1970-47-5	输血	4.0	[4, 4]
1961-12-5	1973-38-5	输血	4.0	[4, 4]
1961-12-5	1975-9-5	输血	4.0	[4, 4]
1966-10-5	1976-16-5	输血	4.0	[4, 4]
1973-38-5	1975-9-5	输血	4.0	[4, 4]
1973-38-5	1976-16-5	输血	4.0	[4, 4]
1960-32-5	1999-96-5	输血	4.0	[4, 4]
1960-32-5	1999-71-5	输血	4.0	[4, 4]
1973-38-5	1977-39-5	输血	4.0	[4, 4]
1963-19-5	1967-1-5	输血	4.0	[4, 4]
1961-12-5	1966-10-5	输血	4.0	[4, 4]
1995-51-27	2003-59-27	退役	4.0	[4, 4]
2000-69-27	2003-59-27	退役	4.0	[4, 4]
1993-88-27	2001-89-27	退役	4.0	[4, 4]
1995-51-27	2000-69-27	退役	4.0	[4, 4]
1993-88-27	2000-69-27	退役	4.0	[4, 4]
1993-88-27	2003-59-27	退役	4.0	[4, 4]
1995-51-27	1997-62-27	退役	4.0	[4, 4]
1995-51-27	1999-55-27	退役	4.0	[4, 4]
1995-51-27	1999-96-27	退役	4.0	[4, 4]
1995-51-27	2001-89-27	退役	4.0	[4, 4]
1993-88-27	1999-96-27	退役	4.0	[4, 4]
1963-23-27	1977-28-27	退役	4.0	[4, 4]
2001-89-27	2003-59-27	退役	4.0	[4, 4]
1990-95-27	1992-53-27	退役	4.0	[4, 4]
1990-95-27	1999-70-27	退役	4.0	[4, 4]
1990-95-27	2001-72-27	退役	4.0	[4, 4]
2000-69-27	2001-89-27	退役	4.0	[4, 4]
1963-23-27	2001-82-27	退役	4.0	[4, 4]
1990-95-27	2001-82-27	退役	4.0	[4, 4]
1963-23-27	1963-34-27	退役	4.0	[4, 4]
1963-23-27	1963-35-27	退役	4.0	[4, 4]
1963-23-27	1963-45-27	退役	4.0	[4, 4]
1963-23-27	1965-0-27	退役	4.0	[4, 4]
1963-23-27	1966-43-27	退役	4.0	[4, 4]
1963-23-27	1970-40-27	退役	4.0	[4, 4]
1963-23-27	1977-25-27	退役	4.0	[4, 4]
1963-23-27	1978-33-27	退役	4.0	[4, 4]
1963-23-27	1988-98-27	退役	4.0	[4, 4]
1963-23-27	1990-95-27	退役	4.0	[4, 4]
1963-23-27	1992-53-27	退役	4.0	[4, 4]
1983-52-27	2003-59-27	退役	4.0	[4, 4]
1983-52-27	2001-89-27	退役	4.0	[4, 4]
1983-52-27	2000-69-27	退役	4.0	[4, 4]
1983-52-27	1999-96-27	退役	4.0	[4, 4]
1983-52-27	1999-55-27	退役	4.0	[4, 4]
1983-52-27	1997-62-27	退役	4.0	[4, 4]
1983-52-27	1993-88-27	退役	4.0	[4, 4]
1983-52-27	1991-54-27	退役	4.0	[4, 4]
1983-52-27	1987-77-27	退役	4.0	[4, 4]
1983-52-27	1984-87-27	退役	4.0	[4, 4]
2001-72-27	2001-82-27	退役	4.0	[4, 4]
1959-10-27	1960-29-27	退役	4.0	[4, 4]
1959-10-27	2001-72-27	退役	4.0	[4, 4]
1959-10-27	1963-23-27	退役	4.0	[4, 4]
1963-35-27	1965-0-27	退役	4.0	[4, 4]
1988-98-27	2001-82-27	退役	4.0	[4, 4]
1988-98-27	2001-72-27	退役	4.0	[4, 4]
1988-98-27	1999-70-27	退役	4.0	[4, 4]
1988-98-27	1992-53-27	退役	4.0	[4, 4]
1988-98-27	1990-95-27	退役	4.0	[4, 4]
1963-35-27	1966-43-27	退役	4.0	[4, 4]
1963-35-27	1970-40-27	退役	4.0	[4, 4]
1963-35-27	1977-25-27	退役	4.0	[4, 4]
1963-35-27	1977-28-27	退役	4.0	[4, 4]
1963-35-27	1978-33-27	退役	4.0	[4, 4]
1963-35-27	1988-98-27	退役	4.0	[4, 4]
1963-35-27	1963-45-27	退役	4.0	[4, 4]
1963-35-27	1990-95-27	退役	4.0	[4, 4]
1963-35-27	1999-70-27	退役	4.0	[4, 4]
1963-35-27	2001-72-27	退役	4.0	[4, 4]
1963-35-27	2001-82-27	退役	4.0	[4, 4]
1970-40-27	2001-82-27	退役	4.0	[4, 4]
1970-46-27	1996-61-27	退役	4.0	[4, 4]
1999-70-27	2001-72-27	退役	4.0	[4, 4]
1999-70-27	2001-82-27	退役	4.0	[4, 4]
1955-4-27	1965-0-27	退役	4.0	[4, 4]
1955-4-27	1966-43-27	退役	4.0	[4, 4]
1955-4-27	1970-40-27	退役	4.0	[4, 4]
1955-4-27	1977-25-27	退役	4.0	[4, 4]
1955-4-27	1977-28-27	退役	4.0	[4, 4]
1963-35-27	1992-53-27	退役	4.0	[4, 4]
1955-4-27	1978-33-27	退役	4.0	[4, 4]
1963-34-27	2001-82-27	退役	4.0	[4, 4]
1963-34-27	1999-70-27	退役	4.0	[4, 4]
1970-40-27	1990-95-27	退役	4.0	[4, 4]
1970-40-27	1988-98-27	退役	4.0	[4, 4]
1970-40-27	1978-33-27	退役	4.0	[4, 4]
1970-40-27	1977-28-27	退役	4.0	[4, 4]
1970-40-27	1977-25-27	退役	4.0	[4, 4]
1970-40-27	1992-53-27	退役	4.0	[4, 4]
1970-40-27	1999-70-27	退役	4.0	[4, 4]
1970-40-27	2001-72-27	退役	4.0	[4, 4]
1999-55-27	2003-59-27	退役	4.0	[4, 4]
1999-55-27	2001-89-27	退役	4.0	[4, 4]
1999-55-27	2000-69-27	退役	4.0	[4, 4]
1999-55-27	1999-96-27	退役	4.0	[4, 4]
1963-34-27	2001-72-27	退役	4.0	[4, 4]
1955-4-27	1955-42-27	退役	4.0	[4, 4]
1955-4-27	1960-29-27	退役	4.0	[4, 4]
1955-4-27	1960-5-27	退役	4.0	[4, 4]
1955-4-27	1963-23-27	退役	4.0	[4, 4]
1955-4-27	1963-34-27	退役	4.0	[4, 4]
1955-4-27	1963-35-27	退役	4.0	[4, 4]
1955-4-27	1963-45-27	退役	4.0	[4, 4]
1963-34-27	1977-25-27	退役	4.0	[4, 4]
1963-34-27	1977-28-27	退役	4.0	[4, 4]
1963-34-27	1978-33-27	退役	4.0	[4, 4]
1993-88-27	1999-55-27	退役	4.0	[4, 4]
1963-34-27	1990-95-27	退役	4.0	[4, 4]
1963-34-27	1992-53-27	退役	4.0	[4, 4]
1955-4-27	1959-10-27	退役	4.0	[4, 4]
1959-10-27	1960-5-27	退役	4.0	[4, 4]
1955-4-27	1988-98-27	退役	4.0	[4, 4]
1955-4-27	1992-53-27	退役	4.0	[4, 4]
1963-45-27	1992-53-27	退役	4.0	[4, 4]
1955-42-27	1963-45-27	退役	4.0	[4, 4]
1955-42-27	1965-0-27	退役	4.0	[4, 4]
1963-45-27	1999-70-27	退役	4.0	[4, 4]
1963-45-27	2001-72-27	退役	4.0	[4, 4]
1963-45-27	2001-82-27	退役	4.0	[4, 4]
1955-42-27	1965-21-27	退役	4.0	[4, 4]
1955-42-27	1966-43-27	退役	4.0	[4, 4]
1955-42-27	1970-40-27	退役	4.0	[4, 4]
1955-42-27	1977-25-27	退役	4.0	[4, 4]
1955-42-27	1977-28-27	退役	4.0	[4, 4]
1955-42-27	1978-33-27	退役	4.0	[4, 4]
1963-45-27	1990-95-27	退役	4.0	[4, 4]
1955-42-27	1988-98-27	退役	4.0	[4, 4]
1955-42-27	1999-70-27	退役	4.0	[4, 4]
1955-42-27	2001-72-27	退役	4.0	[4, 4]
1955-42-27	2001-82-27	退役	4.0	[4, 4]
1959-10-27	1977-28-27	退役	4.0	[4, 4]
1959-10-27	1977-25-27	退役	4.0	[4, 4]
1999-96-27	2003-59-27	退役	4.0	[4, 4]
1959-10-27	1970-40-27	退役	4.0	[4, 4]
1959-10-27	1966-43-27	退役	4.0	[4, 4]
1959-10-27	1965-0-27	退役	4.0	[4, 4]
1959-10-27	1963-45-27	退役	4.0	[4, 4]
1959-10-27	1963-35-27	退役	4.0	[4, 4]
1959-10-27	1963-34-27	退役	4.0	[4, 4]
1955-42-27	1990-95-27	退役	4.0	[4, 4]
1955-4-27	1990-95-27	退役	4.0	[4, 4]
1959-10-27	1978-33-27	退役	4.0	[4, 4]
1963-45-27	1988-98-27	退役	4.0	[4, 4]
1955-4-27	1999-70-27	退役	4.0	[4, 4]
1955-4-27	2001-72-27	退役	4.0	[4, 4]
1955-4-27	2001-82-27	退役	4.0	[4, 4]
1955-42-27	1959-10-27	退役	4.0	[4, 4]
1955-42-27	1960-29-27	退役	4.0	[4, 4]
1955-42-27	1960-5-27	退役	4.0	[4, 4]
1955-42-27	1963-23-27	退役	4.0	[4, 4]
1955-42-27	1963-34-27	退役	4.0	[4, 4]
1955-42-27	1963-35-27	退役	4.0	[4, 4]
1963-45-27	1965-0-27	退役	4.0	[4, 4]
1999-96-27	2000-69-27	退役	4.0	[4, 4]
1999-96-27	2001-89-27	退役	4.0	[4, 4]
1959-10-27	1988-98-27	退役	4.0	[4, 4]
1963-34-27	1970-40-27	退役	4.0	[4, 4]
1963-34-27	1965-0-27	退役	4.0	[4, 4]
1963-45-27	1966-43-27	退役	4.0	[4, 4]
1963-45-27	1970-40-27	退役	4.0	[4, 4]
1963-34-27	1963-45-27	退役	4.0	[4, 4]
1963-34-27	1963-35-27	退役	4.0	[4, 4]
1959-10-27	2001-82-27	退役	4.0	[4, 4]
1959-10-27	1999-70-27	退役	4.0	[4, 4]
1959-10-27	1992-53-27	退役	4.0	[4, 4]
1959-10-27	1990-95-27	退役	4.0	[4, 4]
1963-45-27	1977-25-27	退役	4.0	[4, 4]
1963-45-27	1977-28-27	退役	4.0	[4, 4]
1963-45-27	1978-33-27	退役	4.0	[4, 4]
1963-34-27	1966-43-27	退役	4.0	[4, 4]
1963-34-27	1988-98-27	退役	4.0	[4, 4]
1963-23-27	1999-70-27	退役	4.0	[4, 4]
1965-0-27	1966-43-27	退役	4.0	[4, 4]
1977-25-27	2001-72-27	退役	4.0	[4, 4]
1977-25-27	2001-82-27	退役	4.0	[4, 4]
1966-43-27	2001-72-27	退役	4.0	[4, 4]
1966-43-27	1999-70-27	退役	4.0	[4, 4]
1992-53-27	1999-70-27	退役	4.0	[4, 4]
1992-53-27	2001-72-27	退役	4.0	[4, 4]
1992-53-27	2001-82-27	退役	4.0	[4, 4]
1977-28-27	1978-33-27	退役	4.0	[4, 4]
1991-54-27	2001-89-27	退役	4.0	[4, 4]
1991-54-27	2003-59-27	退役	4.0	[4, 4]
1960-29-27	1992-53-27	退役	4.0	[4, 4]
1960-29-27	1990-95-27	退役	4.0	[4, 4]
1965-0-27	1970-40-27	退役	4.0	[4, 4]
1965-0-27	1977-25-27	退役	4.0	[4, 4]
1965-0-27	1977-28-27	退役	4.0	[4, 4]
1977-25-27	1999-70-27	退役	4.0	[4, 4]
1977-25-27	1992-53-27	退役	4.0	[4, 4]
1987-77-27	1991-54-27	退役	4.0	[4, 4]
1987-77-27	1993-88-27	退役	4.0	[4, 4]
1966-43-27	1977-25-27	退役	4.0	[4, 4]
1960-29-27	2001-82-27	退役	4.0	[4, 4]
1966-43-27	2001-82-27	退役	4.0	[4, 4]
1977-25-27	1977-28-27	退役	4.0	[4, 4]
1977-25-27	1978-33-27	退役	4.0	[4, 4]
1977-25-27	1988-98-27	退役	4.0	[4, 4]
1960-29-27	2001-72-27	退役	4.0	[4, 4]
1960-29-27	1960-5-27	退役	4.0	[4, 4]
1960-29-27	1999-70-27	退役	4.0	[4, 4]
1987-77-27	2003-59-27	退役	4.0	[4, 4]
1987-77-27	2001-89-27	退役	4.0	[4, 4]
1987-77-27	2000-69-27	退役	4.0	[4, 4]
1987-77-27	1999-96-27	退役	4.0	[4, 4]
1987-77-27	1999-55-27	退役	4.0	[4, 4]
1987-77-27	1997-62-27	退役	4.0	[4, 4]
1987-77-27	1995-51-27	退役	4.0	[4, 4]
1977-25-27	1990-95-27	退役	4.0	[4, 4]
1960-29-27	1988-98-27	退役	4.0	[4, 4]
1960-29-27	1978-33-27	退役	4.0	[4, 4]
1965-0-27	1978-33-27	退役	4.0	[4, 4]
1984-87-27	1987-77-27	退役	4.0	[4, 4]
1977-28-27	2001-82-27	退役	4.0	[4, 4]
1966-43-27	1992-53-27	退役	4.0	[4, 4]
1966-43-27	1990-95-27	退役	4.0	[4, 4]
1966-43-27	1988-98-27	退役	4.0	[4, 4]
1984-87-27	1991-54-27	退役	4.0	[4, 4]
1984-87-27	1993-88-27	退役	4.0	[4, 4]
1965-0-27	2001-82-27	退役	4.0	[4, 4]
1984-87-27	1995-51-27	退役	4.0	[4, 4]
1984-87-27	1999-55-27	退役	4.0	[4, 4]
1984-87-27	1999-96-27	退役	4.0	[4, 4]
1984-87-27	2000-69-27	退役	4.0	[4, 4]
1984-87-27	2001-89-27	退役	4.0	[4, 4]
1984-87-27	2003-59-27	退役	4.0	[4, 4]
1966-43-27	1978-33-27	退役	4.0	[4, 4]
1966-43-27	1977-28-27	退役	4.0	[4, 4]
1984-87-27	1997-62-27	退役	4.0	[4, 4]
1963-23-27	2001-72-27	退役	4.0	[4, 4]
1965-0-27	2001-72-27	退役	4.0	[4, 4]
1965-0-27	1992-53-27	退役	4.0	[4, 4]
1965-0-27	1988-98-27	退役	4.0	[4, 4]
1977-28-27	1988-98-27	退役	4.0	[4, 4]
1977-28-27	1990-95-27	退役	4.0	[4, 4]
1977-28-27	1992-53-27	退役	4.0	[4, 4]
1960-29-27	1977-28-27	退役	4.0	[4, 4]
1960-29-27	1977-25-27	退役	4.0	[4, 4]
1960-29-27	1970-40-27	退役	4.0	[4, 4]
1965-0-27	1999-70-27	退役	4.0	[4, 4]
1977-28-27	1999-70-27	退役	4.0	[4, 4]
1965-0-27	1990-95-27	退役	4.0	[4, 4]
1960-29-27	1966-43-27	退役	4.0	[4, 4]
1960-29-27	1965-0-27	退役	4.0	[4, 4]
1960-29-27	1963-45-27	退役	4.0	[4, 4]
1960-29-27	1963-35-27	退役	4.0	[4, 4]
1960-29-27	1963-23-27	退役	4.0	[4, 4]
1960-29-27	1963-34-27	退役	4.0	[4, 4]
1977-28-27	2001-72-27	退役	4.0	[4, 4]
1997-62-27	2003-59-27	退役	4.0	[4, 4]
1966-43-27	1970-40-27	退役	4.0	[4, 4]
1997-62-27	2000-69-27	退役	4.0	[4, 4]
1996-61-27	2003-63-27	退役	4.0	[4, 4]
1978-33-27	2001-72-27	退役	4.0	[4, 4]
1960-5-27	1992-53-27	退役	4.0	[4, 4]
1960-5-27	1999-70-27	退役	4.0	[4, 4]
1991-54-27	1993-88-27	退役	4.0	[4, 4]
1991-54-27	1995-51-27	退役	4.0	[4, 4]
1991-54-27	1997-62-27	退役	4.0	[4, 4]
1991-54-27	1999-55-27	退役	4.0	[4, 4]
1965-6-27	1970-46-27	退役	4.0	[4, 4]
1993-88-27	1995-51-27	退役	4.0	[4, 4]
1965-6-27	1996-61-27	退役	4.0	[4, 4]
1978-33-27	1988-98-27	退役	4.0	[4, 4]
1978-33-27	1990-95-27	退役	4.0	[4, 4]
1978-33-27	1992-53-27	退役	4.0	[4, 4]
1978-33-27	1999-70-27	退役	4.0	[4, 4]
1991-54-27	1999-96-27	退役	4.0	[4, 4]
1960-5-27	2001-72-27	退役	4.0	[4, 4]
1960-5-27	2001-82-27	退役	4.0	[4, 4]
1997-62-27	2001-89-27	退役	4.0	[4, 4]
1991-54-27	2000-69-27	退役	4.0	[4, 4]
1965-6-27	2003-63-27	退役	4.0	[4, 4]
1997-62-27	1999-55-27	退役	4.0	[4, 4]
1978-33-27	2001-82-27	退役	4.0	[4, 4]
1960-5-27	1965-0-27	退役	4.0	[4, 4]
1960-5-27	1990-95-27	退役	4.0	[4, 4]
1960-5-27	1963-23-27	退役	4.0	[4, 4]
1997-62-27	1999-96-27	退役	4.0	[4, 4]
1960-5-27	1963-34-27	退役	4.0	[4, 4]
1960-5-27	1963-35-27	退役	4.0	[4, 4]
1960-5-27	1966-43-27	退役	4.0	[4, 4]
1960-5-27	1970-40-27	退役	4.0	[4, 4]
1993-88-27	1997-62-27	退役	4.0	[4, 4]
1960-5-27	1977-28-27	退役	4.0	[4, 4]
1960-5-27	1978-33-27	退役	4.0	[4, 4]
1960-5-27	1988-98-27	退役	4.0	[4, 4]
1960-5-27	1977-25-27	退役	4.0	[4, 4]
1958-25-6	1958-31-6	透明	4.0	[4, 4]
1981-66-6	1995-95-6	透明	4.0	[4, 4]
1958-25-6	1959-40-6	透明	4.0	[4, 4]
1958-31-6	1960-1-6	透明	4.0	[4, 4]
1958-31-6	1959-40-6	透明	4.0	[4, 4]
1958-25-6	1959-37-6	透明	4.0	[4, 4]
1958-31-6	1962-43-6	透明	4.0	[4, 4]
1958-31-6	1961-32-6	透明	4.0	[4, 4]
1957-42-6	1981-76-6	透明	4.0	[4, 4]
1958-31-6	1961-30-6	透明	4.0	[4, 4]
1958-31-6	1961-2-6	透明	4.0	[4, 4]
1981-66-6	1994-51-6	透明	4.0	[4, 4]
1981-66-6	1988-80-6	透明	4.0	[4, 4]
1981-66-6	1985-69-6	透明	4.0	[4, 4]
1957-42-6	1985-69-6	透明	4.0	[4, 4]
1957-42-6	1981-66-6	透明	4.0	[4, 4]
1957-42-6	1980-99-6	透明	4.0	[4, 4]
1957-42-6	1962-43-6	透明	4.0	[4, 4]
1957-42-6	1961-32-6	透明	4.0	[4, 4]
1957-42-6	1961-30-6	透明	4.0	[4, 4]
1958-31-6	1960-41-6	透明	4.0	[4, 4]
1957-42-6	1961-2-6	透明	4.0	[4, 4]
1957-42-6	1960-41-6	透明	4.0	[4, 4]
1957-42-6	1960-1-6	透明	4.0	[4, 4]
1957-42-6	1959-40-6	透明	4.0	[4, 4]
1957-42-6	1959-37-6	透明	4.0	[4, 4]
1957-42-6	1958-31-6	透明	4.0	[4, 4]
1957-42-6	1958-25-6	透明	4.0	[4, 4]
1957-42-6	1957-46-6	透明	4.0	[4, 4]
1956-6-6	1957-19-6	透明	4.0	[4, 4]
1958-31-6	1961-3-6	透明	4.0	[4, 4]
1957-42-6	1961-3-6	透明	4.0	[4, 4]
1958-25-6	1961-2-6	透明	4.0	[4, 4]
1981-66-6	1981-76-6	透明	4.0	[4, 4]
1958-12-6	1996-91-6	透明	4.0	[4, 4]
1958-12-6	2000-89-6	透明	4.0	[4, 4]
1958-12-6	2002-56-6	透明	4.0	[4, 4]
1999-78-6	2003-67-6	透明	4.0	[4, 4]
1999-78-6	2002-79-6	透明	4.0	[4, 4]
1999-78-6	2002-56-6	透明	4.0	[4, 4]
1999-78-6	2000-89-6	透明	4.0	[4, 4]
1999-78-6	2000-63-6	透明	4.0	[4, 4]
1957-15-6	1957-42-6	透明	4.0	[4, 4]
1957-15-6	1957-19-6	透明	4.0	[4, 4]
1956-6-6	1999-98-6	透明	4.0	[4, 4]
1956-6-6	1995-95-6	透明	4.0	[4, 4]
1958-25-6	1994-51-6	透明	4.0	[4, 4]
1958-25-6	1995-95-6	透明	4.0	[4, 4]
1958-25-6	1999-98-6	透明	4.0	[4, 4]
1958-12-6	2003-81-6	透明	4.0	[4, 4]
1956-6-6	1988-80-6	透明	4.0	[4, 4]
1956-6-6	1985-69-6	透明	4.0	[4, 4]
1956-6-6	1981-76-6	透明	4.0	[4, 4]
1956-6-6	1981-66-6	透明	4.0	[4, 4]
1956-6-6	1963-9-6	透明	4.0	[4, 4]
1956-6-6	1962-43-6	透明	4.0	[4, 4]
1958-12-6	2003-67-6	透明	4.0	[4, 4]
1958-12-6	2002-97-6	透明	4.0	[4, 4]
1958-12-6	2002-70-6	透明	4.0	[4, 4]
1956-6-6	1961-32-6	透明	4.0	[4, 4]
1958-25-6	1960-1-6	透明	4.0	[4, 4]
1956-6-6	1961-30-6	透明	4.0	[4, 4]
1956-6-6	1961-2-6	透明	4.0	[4, 4]
1958-25-6	1960-41-6	透明	4.0	[4, 4]
1958-25-6	1961-3-6	透明	4.0	[4, 4]
1958-25-6	1961-30-6	透明	4.0	[4, 4]
1958-25-6	1961-32-6	透明	4.0	[4, 4]
1958-31-6	1959-37-6	透明	4.0	[4, 4]
1956-6-6	1957-42-6	透明	4.0	[4, 4]
1956-6-6	1957-46-6	透明	4.0	[4, 4]
1956-6-6	1958-25-6	透明	4.0	[4, 4]
1956-6-6	1958-31-6	透明	4.0	[4, 4]
1956-6-6	1959-37-6	透明	4.0	[4, 4]
1956-6-6	1959-40-6	透明	4.0	[4, 4]
1956-6-6	1960-1-6	透明	4.0	[4, 4]
1956-6-6	1960-41-6	透明	4.0	[4, 4]
1958-25-6	1962-43-6	透明	4.0	[4, 4]
1958-25-6	1963-9-6	透明	4.0	[4, 4]
1958-25-6	1965-20-6	透明	4.0	[4, 4]
1958-25-6	1980-99-6	透明	4.0	[4, 4]
1958-25-6	1981-66-6	透明	4.0	[4, 4]
1958-25-6	1981-76-6	透明	4.0	[4, 4]
1958-25-6	1985-69-6	透明	4.0	[4, 4]
1958-25-6	1988-80-6	透明	4.0	[4, 4]
1957-15-6	1958-25-6	透明	4.0	[4, 4]
1957-15-6	1957-46-6	透明	4.0	[4, 4]
1999-78-6	2003-81-6	透明	4.0	[4, 4]
1999-78-6	2003-73-6	透明	4.0	[4, 4]
1956-6-6	1961-3-6	透明	4.0	[4, 4]
1999-78-6	2002-97-6	透明	4.0	[4, 4]
1959-40-6	1963-9-6	透明	4.0	[4, 4]
2000-63-6	2000-89-6	透明	4.0	[4, 4]
2002-56-6	2003-73-6	透明	4.0	[4, 4]
2002-56-6	2003-67-6	透明	4.0	[4, 4]
2002-56-6	2002-97-6	透明	4.0	[4, 4]
2002-56-6	2002-79-6	透明	4.0	[4, 4]
1985-69-6	1994-51-6	透明	4.0	[4, 4]
1957-15-6	1995-95-6	透明	4.0	[4, 4]
1985-69-6	1988-80-6	透明	4.0	[4, 4]
1996-91-6	1999-78-6	透明	4.0	[4, 4]
1996-91-6	2000-63-6	透明	4.0	[4, 4]
1996-91-6	2000-89-6	透明	4.0	[4, 4]
2002-56-6	2003-81-6	透明	4.0	[4, 4]
1996-91-6	2002-56-6	透明	4.0	[4, 4]
1981-76-6	1988-80-6	透明	4.0	[4, 4]
1981-76-6	1994-51-6	透明	4.0	[4, 4]
1981-76-6	1995-95-6	透明	4.0	[4, 4]
1981-76-6	1999-98-6	透明	4.0	[4, 4]
1996-91-6	2002-79-6	透明	4.0	[4, 4]
1996-91-6	2002-97-6	透明	4.0	[4, 4]
1957-19-6	1957-42-6	透明	4.0	[4, 4]
1957-19-6	1957-46-6	透明	4.0	[4, 4]
1957-19-6	1958-25-6	透明	4.0	[4, 4]
1957-19-6	1958-31-6	透明	4.0	[4, 4]
1981-76-6	1985-69-6	透明	4.0	[4, 4]
1957-15-6	1999-98-6	透明	4.0	[4, 4]
1985-69-6	1995-95-6	透明	4.0	[4, 4]
1985-69-6	1999-98-6	透明	4.0	[4, 4]
1960-41-6	1999-98-6	透明	4.0	[4, 4]
1960-41-6	1995-95-6	透明	4.0	[4, 4]
1960-41-6	1994-51-6	透明	4.0	[4, 4]
1960-41-6	1988-80-6	透明	4.0	[4, 4]
1960-41-6	1985-69-6	透明	4.0	[4, 4]
2003-73-6	2003-81-6	透明	4.0	[4, 4]
2003-67-6	2003-73-6	透明	4.0	[4, 4]
1960-41-6	1981-76-6	透明	4.0	[4, 4]
1960-41-6	1981-66-6	透明	4.0	[4, 4]
1960-41-6	1980-99-6	透明	4.0	[4, 4]
1960-41-6	1965-20-6	透明	4.0	[4, 4]
1960-41-6	1963-9-6	透明	4.0	[4, 4]
1960-41-6	1962-43-6	透明	4.0	[4, 4]
1960-41-6	1961-32-6	透明	4.0	[4, 4]
1960-41-6	1961-30-6	透明	4.0	[4, 4]
2002-97-6	2003-81-6	透明	4.0	[4, 4]
2002-97-6	2003-67-6	透明	4.0	[4, 4]
2002-79-6	2003-81-6	透明	4.0	[4, 4]
2002-79-6	2003-73-6	透明	4.0	[4, 4]
2002-79-6	2003-67-6	透明	4.0	[4, 4]
2002-79-6	2002-97-6	透明	4.0	[4, 4]
1960-41-6	1961-3-6	透明	4.0	[4, 4]
1960-41-6	1961-2-6	透明	4.0	[4, 4]
1957-19-6	1959-37-6	透明	4.0	[4, 4]
1981-66-6	1999-98-6	透明	4.0	[4, 4]
1957-19-6	1959-40-6	透明	4.0	[4, 4]
1957-19-6	1960-41-6	透明	4.0	[4, 4]
1957-15-6	1961-32-6	透明	4.0	[4, 4]
2000-89-6	2003-81-6	透明	4.0	[4, 4]
2000-89-6	2003-73-6	透明	4.0	[4, 4]
2000-89-6	2003-67-6	透明	4.0	[4, 4]
2000-89-6	2002-97-6	透明	4.0	[4, 4]
2000-89-6	2002-79-6	透明	4.0	[4, 4]
2000-89-6	2002-56-6	透明	4.0	[4, 4]
1957-15-6	1961-30-6	透明	4.0	[4, 4]
1957-15-6	1961-3-6	透明	4.0	[4, 4]
1957-15-6	1961-2-6	透明	4.0	[4, 4]
1957-15-6	1962-43-6	透明	4.0	[4, 4]
1957-15-6	1960-41-6	透明	4.0	[4, 4]
1957-15-6	1959-40-6	透明	4.0	[4, 4]
1957-15-6	1959-37-6	透明	4.0	[4, 4]
1957-15-6	1958-31-6	透明	4.0	[4, 4]
2000-63-6	2003-81-6	透明	4.0	[4, 4]
1958-31-6	1963-9-6	透明	4.0	[4, 4]
